用户定位开始位置经度	用户定位开始位置纬度
118821392	32329099
118828920	31755751
118792157	32021827
118821120	31929710
118821200	31932161
118743052	32011537
118843920	32013900
118877078	32139758
118837250	32334940
118786885	32019076
118762840	32094820
118784937	32040630
118781717	31955330
118767983	32009529
118754619	32076638
118926086	32121333
118959130	32109060
118781230	32019979
118784320	32057212
118774500	32066899
118821697	32329110
118821714	31943112
118788582	32023054
118726412	31999610
118809784	32104284
118878363	32128034
118821859	31944608
118784234	32043276
118786664	32023117
118870910	31332511
118716713	31984440
118782580	32014220
118730164	31997474
118784902	32023243
118662553	31908811
118847662	32058250
118723150	31992090
118706543	31991609
118782037	32037619
118682203	32085650
118786515	32023070
118819138	31959685
118751131	32059451
118933947	31834192
118780604	32019354
118626980	32057760
118785154	32041640
118779658	32040371
118845111	32054773
118725389	32023009
118732516	32007451
118784504	32039223
118784670	32050610
118784974	32023496
118946315	32306841
118736724	32039552
118802820	32040094
118819138	31959685
118785950	32041580
118763518	31971928
118726784	32002481
118771975	32005079
118786775	32047300
118802820	32040094
118750871	32063293
118787194	32058492
118657988	32060981
118740723	32051991
118798334	31971103
118784593	32041784
118739383	32044493
118783866	32069049
118770070	32060400
118784974	32023496
118738291	32028509
118735504	31985594
118749433	32242520
118730521	32011740
118678280	32177401
118762903	32031450
118783866	32069049
118742650	32058850
118694911	32105605
118763231	32000174
118649105	32064995
118786010	32037140
118762840	32094820
118730579	32001227
118648143	32066871
118783854	32023320
118786950	32047204
118789108	32035429
118753960	32011310
118750871	32063293
118804048	32026684
118790230	32033670
118703093	32031351
118798889	32042525
118747968	32032833
118836391	31840530
118781902	32069253
118877594	32078743
118766966	32003846
118733833	32027870
118770020	32031121
118657988	32060981
118782852	32045264
118771731	32025284
118826252	31944194
118798218	32025292
118747485	31940010
118733785	32124474
118831124	31869095
118819540	31951864
118787621	32049568
118722031	32140554
118756516	32034461
118786670	32022390
118847662	32058250
118784234	32043664
118792150	31968681
118730164	31997474
118757511	32094800
118738803	32029510
118751672	32053487
118814274	32058472
118784350	32017991
118767580	32072511
118787945	32094326
118786670	32022390
118756516	32034461
118792310	32049020
118738104	32028126
118786610	32041530
118784700	32049870
118786772	32023504
118799234	31977143
118738550	32030820
118788022	32012870
118782850	32039430
118794387	32039491
118779418	32033099
118699200	31941581
118626440	32055169
118733371	31977874
118784430	32043484
118809700	32084623
118919988	32056999
118820906	31933311
118766966	32003846
118762111	32042561
118762422	31964034
118760413	32013297
118768003	32009954
118785350	32033569
118799730	32088440
118788470	32023030
118766966	32003846
118784504	32039223
118778807	32059018
118905832	31895350
118847713	32058346
118780196	32042139
118787711	32058315
118776120	32018830
118788960	31962170
118823064	31916311
118826242	31944192
118842450	32089689
118787360	32070830
118639920	32069400
118616459	32045485
118783437	32038838
118784350	32017991
118843155	31933298
118740952	31993523
118786773	32023504
118739423	32023822
118773760	32034410
118784600	32041249
118765150	32084751
118788715	32013773
118745635	32229849
118784411	32023086
118783300	32059784
118787170	32018888
118789151	32047731
118789780	32023245
118797647	32088709
118775250	31992600
118780152	32041946
118786586	32062658
118794182	32012690
118786480	32020330
118784234	32043276
118800290	31941640
118821012	31930951
118782440	32041198
118542501	31970861
118758879	32086751
118777800	32065260
118762925	31979956
118738869	32061386
118855082	31778369
118783032	32041870
118819183	32023291
118780861	32009400
118788463	32013918
118778438	32041409
118708238	32156604
118743656	31989721
118758150	32021839
118798971	32040644
118784004	32060164
118696816	32180604
118765521	32111924
118691375	31936615
118897452	31929364
118784234	32040124
118786274	32019859
118732013	32008011
118790915	32023981
118796340	31970310
118820782	31931150
118787136	32035324
118763103	31978539
118781214	32061503
118782520	32038680
118786572	32045194
118789720	32024792
118782480	32042610
118698249	31946781
118797531	31970850
118785350	32033569
118782810	32042540
118857673	32338689
118782925	32039012
118940946	31935490
118691375	31936615
118723722	32138905
118785748	32054340
118816728	31964525
118739402	32044260
118783230	32027450
118802571	31991337
118777973	32035961
118776431	32059033
118743460	32064090
118764507	32105033
118777712	32035390
118778084	31823370
118789915	32023364
118763141	31978791
118739724	32028732
118739724	32028732
118739724	32028732
118783853	32038297
118777862	32030119
118728177	32002217
118785231	32044632
118791931	32048988
118894863	32155970
118780782	32066378
118784239	32039385
118769580	32001379
118786609	32095040
118739900	32024082
118891359	32122040
118910532	32097240
118757551	32036293
118787669	32019374
118780478	32053691
118718017	31987011
118782180	32004420
118788940	32017620
118781894	32039070
118782956	32112060
118791021	32023701
118775624	32023794
118803870	32045674
118762680	31977770
118898410	32032061
118761551	31993607
118772780	32051147
118780865	32040653
118784130	32039850
118770191	32034477
118788040	32066280
119070875	31673536
118788249	32012901
118805480	31944130
118693909	32093547
118793957	32033855
118900921	31912404
118788510	32013813
118945041	32132530
118743954	32018194
118781898	32041428
118739900	32024082
118786320	32022922
118765314	32107284
118629977	31898075
118778206	32110353
118785398	32041912
118777494	32029451
118855924	31942201
118783212	32089982
118873310	31977950
118799640	31967250
118909720	32098681
118802338	32325272
118721427	31912410
118833864	32100738
118718017	31987011
118774159	32054468
118739110	32023381
118898096	32032467
118778084	31823370
118718017	31987011
118777663	32068124
118839630	32257830
118775214	32022759
118786104	32022526
118781910	32041719
118833301	31912111
118776718	32007393
118814245	32009157
118764114	32011373
118776900	32040909
118777965	32035947
118676724	32099969
118940057	32103853
118785923	32041082
118763613	32008142
118771905	32042890
118788050	32040652
118782397	32030085
118769396	32050128
118762680	31977770
118780641	32062511
118775391	32022621
118913779	31897575
118776900	32040909
118756843	32242190
118916163	32126440
118786558	32027850
118779769	32033645
118779760	32039180
118769396	32050128
118728550	31999610
118720080	31966080
118784790	32050393
118820883	31330524
118763735	31964375
118922054	32100734
118789063	32036504
118720080	31966080
118783430	32021580
118669431	32059603
118769254	32040582
119024771	31686622
118785480	32024389
118755700	32090249
118788746	32023083
118748491	32025599
118625617	32066202
118877075	31939753
118791830	32022570
118784266	32043585
118776730	32018710
118646540	31931140
118780945	32009175
118774223	32062924
118872523	31918973
118788384	32019250
118782704	32040242
118790728	32023542
118784230	32032511
118926040	32103189
118786670	32022390
118837225	32323961
118754949	32073050
118834013	32335842
118721187	32014916
118794271	32040360
118785041	32039778
118798171	31968729
118787079	32070450
118771710	32054104
118788001	32028879
118784231	32038913
118759262	32093992
118822200	32082734
118786670	32022390
118789191	32017539
118787233	32068843
118805373	31844708
118789295	32032059
118766374	32040944
118625617	32066202
118883602	32082548
118749270	31992084
118784231	32038913
118807010	32021278
118789915	32023364
118820425	31753727
118787336	32038522
118728928	31994109
118790556	32044890
119003853	32140093
118804822	32057508
118894584	32049675
118883602	32082548
118739514	31998360
118780536	32040812
118784320	32057212
118929101	32098432
118781840	32037670
118892090	32087470
118775463	32039971
118784713	31942501
118776909	32068044
118786670	32022390
118931122	32053902
118784114	32020744
118729074	32140222
118738550	32030820
118805170	32021870
118787019	32053871
118733824	32031892
118784230	32047801
118739730	32240020
118821321	32085284
118869947	31949928
118785444	32017919
118788127	32035763
118706220	31814160
118703067	32031593
118732660	31987670
118735513	31983225
118786380	32022852
118883676	32082602
118912876	32414388
118844499	32037144
118640650	31932520
118876020	31730570
118705652	31982044
118786014	32017984
118789295	32032059
118715555	32000231
118776909	32068044
118729468	31996838
118817730	31893541
118788950	32049610
118695180	32092720
118788038	32013036
118652220	31910327
118724050	32032040
118724050	32032040
118786289	32027830
118817730	31893541
118784270	32042739
118652220	31910327
118999600	32141350
118730149	32000730
118778733	32042001
118781342	32021814
118781698	32013753
118785928	32057118
118715555	32000231
118749489	32048583
118786421	31978005
118723993	32139743
118469014	31939441
118740598	32044758
118702193	32173932
118646700	31907490
118722169	31992040
118787332	32019463
118754234	32085411
118789339	32021636
118912865	32414365
118784270	32042739
118786804	32061040
118741180	31997300
118783201	32027164
118646700	31907490
118792471	32049222
118791020	32294120
118818924	31943032
118892090	32087470
118750513	32018380
118772202	32039491
119008960	32163490
118795102	32039850
118784231	32043473
118751440	32046131
118821040	32101080
118784230	32038330
118791076	32019742
118922219	32101596
118697140	32166060
118786384	32022850
